Twitter Account,raw_scores achievement_driven,raw_scores adjustment,raw_scores agreeable,raw_scores body_focus,raw_scores cold,raw_scores conscientious,raw_scores depression, raw_scores extraversion,raw_scores family_oriented,raw_scores food_focus,raw_scores friend_focus,raw_scores happiness,raw_scores health_oriented,raw_scores impulsive,raw_scores independent,raw_scores insecure,raw_scores leisure_oriented,raw_scores money_oriented,raw_scores netspeak_focus,raw_scores neuroticism,raw_scores openness,raw_scores persuasive,raw_scores power_driven,raw_scores religion_oriented,raw_scores reward_bias,raw_scores sexual_focus,raw_scores social_skills,raw_scores thinking_style,raw_scores type_a,raw_scores work_oriented,raw_scores workhorse,percentiles achievement_driven,percentiles adjustment,percentiles agreeable,percentiles body_focus,percentiles cold,percentiles conscientious,percentiles depression,percentiles extraversion,percentiles family_oriented,percentiles food_focus,percentiles friend_focus,percentiles happiness,percentiles health_oriented,percentiles impulsive,percentiles independent,percentiles insecure,percentiles leisure_oriented,percentiles money_oriented,percentiles netspeak_focus,percentiles neuroticism,percentiles openness,percentiles persuasive,percentiles power_driven,percentiles religion_oriented,percentiles reward_bias,percentiles sexual_focus,percentiles social_skills,percentiles thinking_style,percentiles type_a,percentiles work_oriented,percentiles workhorse
mcutler,5.201415669287105,5.831990672241906,3.8171316535884454,0.15491866999999998,-3.4769501074986655,1.9439911776652588,-3.296659330838005,7.174282829665961,2.4958925738058877,0.30983732999999997,0.15491866999999998,8.256485217130692,0.54221535,-0.5524255548749064,-4.673710467716953,-1.355352723463548,2.091402,0.6196746599999999,0.6196746599999999,-0.21432241620470993,1.3560799242782309,7.703950202670232,8.327856518774482,0.07745932999999999,2.1688614,0.0,4.189564404653218,0.4522152079051249,7.732192817733104,2.5,-0.679468211187888,72.84675423471282,99,97.04534954635209,45.70505445190351,6.106634873950175,82.21573115366044,1,99,29.56479995428457,51.93994710610253,49.30414006645484,92.24539795923944,64.997472702379,9.571712605153301,55.68661022566785,10.01836128272178,92.70662388041201,57.062919153256765,44.09871623723578,1,32.18556422232073,99,95.83369320524659,47.27447858479767,78.65812722816399,38.59850307933812,99,92.61512865569063,51.92058705459738,84.07462308539698,81.53970860582899
rohit_x_,1.402127138677201,-1.8927944867456576,-0.5705514177414239,0.47281323999999997,0.4853387264622746,-0.17342117815574276,0.7114087656225742,2.4647657402934575,1.8135053658432845,0.8274231999999999,0.11820330999999999,1.5616802272238672,0.47281323999999997,2.9323168705695517,-2.769410920992855,0.5496680698257075,1.3002364,0.9456265,1.7730497,4.784503163361096,3.8697039836149516,-0.4564624855028616,6.457166109405744,0.23640661999999998,0.9456264799999999,0.0,0.33142984956920496,1.224867262980493,8.261342132603492,2.3640662,-2.9081111279758214,3.2820486600645595,90.50198157051044,41.517305521398626,82.54075543591489,83.29931398957316,25.74610437328834,45.3808880405583,43.440615895871055,17.129760102924852,75.44783537460495,44.621574715389926,3.675837682789725,59.96480850457975,70.03025618350107,87.75803241047129,45.01031090697643,74.47226341339534,71.74544476423256,81.61078826210603,25.29298446434225,98.2741206170973,61.40476807654342,72.6202273625387,71.69502270862598,35.778145342312,38.59850307933812,13.711855735453184,98.07837550385386,64.10872664878315,81.64053433010915,44.51492091165372
steveY23,4.205091942050256,-0.4529068509763778,1.2260018608277305,0.21945867,-2.6315279976773605,2.397374415512794,-0.2082644650010126,3.337595216455469,1.5728599445016138,0.36576443999999997,0.21945867,4.996442355470792,2.5,1.858287190158083,-1.7231966178214335,-1.6092280620963229,1.1704463,1.7556693,0.43891734,1.2539088975425405,2.475047222766257,1.1438037422184633,7.0967708198560455,0.07315289,1.3167519600000002,0.0,1.6845335525096612,1.1949563378208499,8.795978377769796,2.5,-1.716635864242202,48.60792619884456,95.9637227597154,74.11913309664631,54.16302320853729,15.60760338078086,89.60911680314693,23.020042133082942,68.53556094112497,13.688164251958677,54.6782673086437,57.543931995409125,44.30402219924673,99,48.40772219049597,95.7407119795584,7.578207346353122,70.09675757516676,94.09755641042985,37.70547058708192,2.648525431524403,75.52407289839746,83.6621302052943,83.86416579278753,46.578729474792176,49.49818030303031,38.59850307933812,57.41851220834223,97.98300276978867,75.09691709361687,84.07462308539698,66.13535458188548
matthewlsiegel,2.495419682945318,2.0072586396073535,-0.3225337671164932,0.8305646999999999,-1.9221590023045194,2.253043385451772,0.3031601325798048,3.326018476632638,2.8194039124059658,0.49833890000000003,0.3322259,3.4425765709444036,0.49833890000000003,1.7422251595390303,-3.4393691490356364,-0.15737859631561713,2.5,1.2458472,0.58139535,2.9934233250748816,4.3849558602150545,0.9270417793748168,8.721401599417648,0.0,0.9966776999999999,0.083056476,1.2482881860625181,1.1171578075327457,10.773610906224977,2.5,-0.9002154207500729,12.744320666991444,99,46.17384914445842,98.20849812996997,28.74470508762377,87.55494098250166,34.72911673883137,68.22861588271923,36.648243374528604,61.09698274169282,70.99184006182762,18.68290067949741,61.84490255267168,45.968154160378354,78.95004333728794,28.949836338879788,96.89273277769352,82.68445054174718,42.71724376362066,9.47989901048139,99,81.24032324341616,97.52292262579482,35.14827527205458,37.60569935465768,77.38954110895081,41.083115714377335,97.61828055793589,96.73543149808933,84.07462308539698,78.68658324787278
husseinyahfoufi,4.717550723545571,1.8877212929849383,1.8159108103116077,0.0,-3.7014437683093164,0.5895912681049602,0.7217592542314308,4.6937637038186155,4.034205976354644,0.5761317,0.49382719999999997,8.531933512853607,0.24691359999999998,0.3612634204996832,-6.197979192282437,0.01523515129603914,2.5,1.1522634,0.49382719999999997,3.699074730125686,1.0087807384103353,2.2965827857006738,6.528429224334694,0.0,1.5637861000000002,0.0,1.0941725735094536,-0.5296100018606693,9.266089936168273,2.5,-3.155337473208453,61.655006295514994,99,82.37147294922939,26.88932439562619,4.585559108473715,46.656989386021124,45.650235615473896,93.17471271196767,65.29161858240225,64.72918032021907,85.82768824615566,93.99649505011982,42.83948874024287,20.419841986500806,25.023823068188793,32.64903299177075,96.89273277769352,79.59728690146005,39.61518191040314,14.51187514487659,20.587650011750725,93.02823935692636,74.05551256925487,35.14827527205458,58.74570585664336,38.59850307933812,35.49467653069321,74.30272344241244,83.02773412430918,84.07462308539698,39.997595515351485
yanda,4.254254981338876,-4.351385211483592,0.3970670897816655,0.43173229999999996,-1.085463892439562,0.40399589075133746,-0.25619398166206486,2.621073872393313,2.1402539473989695,0.4856989,0.32379925,5.277721110519491,0.37776579,1.3148070163136438,-3.544176200367228,-0.28713790876822576,1.2412304,1.4570965999999999,0.7555315699999999,4.826251562128524,2.505076563292666,-2.370783589845452,8.046885490383355,0.10793307999999999,1.9967621,0.05396653999999999,1.4020212870487714,-0.809857558782344,9.079952334560378,2.5,-3.8817745764682026,49.87746885316658,71.49805191083291,59.852523293991666,78.85901466267255,48.796096577309775,41.24752332717579,22.037356344321466,48.042282773372335,22.62096397324855,60.49600649381461,70.05745227718607,49.66803286300655,52.809295301140075,37.238949571866726,77.27772312789554,26.326846396437727,72.50531640651894,88.47039891236352,49.00183451856622,25.780045057790634,76.4766186595647,29.550360463262287,94.0931607110516,52.19782233068294,73.61345012626262,65.07959879490608,46.784154665989455,66.46768744113243,80.08427515868944,84.07462308539698,27.740561344053887
glennkelman,4.707908275106682,-0.5158496794808258,0.7462154195473305,0.3773585,-2.6296802164749256,2.3846385911376737,0.8584273369050046,2.6309701750919583,4.554517841650802,0.50314465,0.3773585,4.702448866970591,0.8805032,0.2566197604601719,-2.4706250603257214,-0.08115596724721197,1.1006289,1.9496856,0.094339624,4.482858808321434,3.052276925794635,-0.3216458063830726,7.7990632374406985,0.06289308,1.1320755300000003,0.06289308,0.9195692354933741,0.7064881745065882,9.227298310373433,2.5,-1.9443361009436688,61.4155851195978,95.78410985320907,66.16750136192526,73.322615625512,15.6355011553745,89.43695290486886,49.33497528836278,48.3361596166877,76.03822835577776,61.32547495713908,75.74670256120929,38.784357994727536,84.91184034287994,18.894503090064113,90.69794685278003,30.561379900216323,67.58667584928001,96.38091820958924,26.55378149629815,21.940844679517433,90.06529662405444,63.60519120527646,92.11904793706928,44.96115299019572,42.56044325466201,69.10938511789398,29.557538756186148,95.09336925206651,82.44023882656951,84.07462308539698,62.18266954312949
pfugeomagic,4.704508453818585,1.6854812537354436,-0.1847685567457813,1.3179570999999999,-2.702540654791555,2.3539786485497025,-1.038313896858438,4.620182456361372,2.854571501786266,0.8237232000000001,0.32948928,6.114030884658904,0.32948928,0.3463686971358073,-2.8586935045902875,-1.3903301482844626,2.2240527,1.2355847999999998,0.57660625,1.3295960239433215,2.2592894604159284,1.109188739032341,7.846587743178756,0.08237232,1.1532124799999999,0.24711697,2.170984619458378,1.0300041536329028,7.840892002300775,2.5,-1.7062018881858172,61.331167845721424,99,48.81555979394475,99,14.556570951871286,89.02248933490642,9.695902652938718,92.42501810346803,37.44828246136883,75.30490144697964,70.68839037551031,65.31061452056257,49.11391593093091,20.20231185208271,86.76787330767463,9.65760298193602,94.37653448593589,82.36336817579476,42.549695536697996,2.806752498601055,68.01213035404744,83.2884794800555,92.52400918737544,48.06822200627015,43.343503030303026,99,74.13225560650588,97.20970120169756,54.472910938015175,84.07462308539698,66.30859586594579
emangare,4.319200443778429,4.374653441172258,2.5157929841640527,0.18214936,-3.6983280401322425,3.6750781830064176,-1.1441966236011176,3.4074722106616666,2.6074325076550022,0.54644807,0.36429872,5.503409237002296,0.18214936,-1.8533678213750266,-2.2441701971948236,-2.1921576060964774,2.1857923,1.4571949000000002,0.54644807,0.7070364143475933,4.473255866635157,2.8079709591258504,8.982767517176237,0.0,2.0036429800000004,0.0,2.0018229478247846,1.278205355825626,9.647348560764694,2.5,0.7793181110691836,51.55456278317439,99,89.69093510122943,49.269568335143006,4.6041980825053415,98.57524650942057,8.522172872958418,70.37488699438514,31.956247467738507,63.345900038289415,74.41608590195196,54.00386531076435,38.03424732144529,2.362685395430952,92.55594802843439,3.7119064883310284,93.94075845622721,88.47270556552749,41.494601764128085,1.6853345579560597,99,95.50978818036079,98.27791018359653,35.14827527205458,73.83064962121213,38.59850307933812,68.68073212004273,98.23741518720966,88.10716872998105,84.07462308539698,94.2351005272441
vbelfor,5.14270852791685,1.0435585583116915,1.3280634319006315,0.07220217,-1.4024620550498463,3.6519079065017976,-0.07495129383490262,3.833127231442928,1.8746478375096576,0.14440434,1.6606499000000001,7.279913845784587,0.2166065,-0.6966497549042938,-2.033366215137766,-2.383941293562558,1.0108303,1.0108303,0.7942238,3.7029760875889077,2.5703590364577176,0.5765585211875521,9.990710765991818,0.0,1.0108302000000002,0.0,1.6907419102089838,0.6726657506633601,9.842443418791268,2.5,0.36944578683945106,71.58342001112221,98.53605138419417,75.67562667636373,35.212758486475,40.87555979581874,98.51191205582167,25.834185389259623,80.246499039902,18.081209071767088,43.799713758816786,99,82.98381543615098,40.5931774752335,8.342240446698428,94.02647613439406,2.8626868147009463,64.29281256171589,74.38468457043382,50.40964122827604,14.54394285376383,78.50088042624978,76.89577800266332,99,35.14827527205458,38.10599504662005,38.59850307933812,57.64441853609576,94.80517933372407,90.23636017992831,84.07462308539698,91.69702163847812
abperiasamy,4.820823842235248,0.4110621172942146,1.7115262560257094,0.30165913,-2.48594927756034,2.5249283222640395,0.7246078641345319,3.5836344143488086,2.896745512285002,0.30165913,0.0,4.802810011106468,0.15082957,-0.8580116941060718,-3.164131062979239,-0.13328116562021464,0.9049774,1.055807,0.0,4.178705039353383,1.6413831852377014,2.4103196642447604,6.153241690302449,0.0,0.6033182999999999,0.0,2.1878609904822293,-0.2925384522728943,8.540194615757347,2.5,0.1567094719378036,64.17411094936392,97.7369262355259,81.03910569855289,64.59745192119614,17.9187961959524,91.22401629024209,45.72436411300437,74.73073770502691,38.407169702184575,51.535556274740706,30.301344646823317,40.663900309442226,35.77611936363301,7.113596554360335,82.94164417096893,29.452015524137625,60.23851945294418,76.11533122296619,23.812132689852675,18.83749610823892,43.29291485516295,93.64987464334384,66.20475146499166,35.14827527205458,24.557951586174237,38.59850307933812,74.64729729551772,80.07379354165779,70.06343146796115,84.07462308539698,90.07980105380867
medriscoll,4.054019008171084,0.23510581740524228,0.07081447250057538,0.08169935,-0.8540730048034157,1.7259448030012885,-0.19480091014667789,2.317489370278923,1.6690976488662028,0.28594772,0.1633987,4.174967729782834,0.36764706,-0.3077979635898196,-1.7085363744728905,-0.8444115015671003,0.8578432,2.369281,1.1437909,3.3255735657875336,2.446330474799618,-0.982260113307226,7.694478789805009,0.20424838,0.8578431700000001,0.08169935,0.7997907298809895,1.40128825344722,7.790815037438401,2.5,-2.717954697990299,44.74675295470841,97.42927698003147,53.716480776616976,36.38180817381047,54.639651607155365,77.675674281881,23.296081720861977,39.17995460792997,14.995573315932479,50.758667698799,50.39489597498988,29.51862813910421,52.034745813310145,11.929750428801471,95.81479027764807,16.571475112687985,58.37262057008933,98.95040799338828,62.85976768882854,11.662321364498077,74.58598186895969,52.49982533148142,91.14342160314784,67.14155092901127,32.745778206168836,76.87394930712358,25.76933286175083,98.60441490579892,53.30727468807572,84.07462308539698,48.01107023727943
dweisburd,5.6090853832321015,3.73033714135513,3.8086123715418707,0.31298904,-2.403378232328174,-0.5393154419295354,-3.055272863137271,7.13364444342076,3.583931332636145,0.31298904,0.93896715,12.131334588360955,0.0,-0.2514183195511619,-5.470691932067118,-1.975206005889058,2.5,1.7214397,2.5,0.7070529223247899,-0.6592523930639254,2.2498976415698446,8.363710014170316,0.0,3.2863848,0.0,2.021000525418358,0.9153252127256564,8.282914060291558,2.5,-5.763121244654197,80.82180946904995,99,97.0217424490877,65.97523048211288,19.33868399337395,17.79715104509512,1,99,54.800170407533,52.09579101149875,99,99,25.687734709530453,12.530394219284082,38.81873569141943,4.8878622499109925,96.89273277769352,93.58244320225263,94.07607331444157,1.6853565077183141,1,92.74751053035737,96.03125220176507,35.14827527205458,96.78182400932401,38.59850307933812,69.32871081964988,96.56361727322762,64.58120464094353,84.07462308539698,7.14899558898778
stevebryen,0.9043043700925266,-1.53890566516669,-4.495090802843378,0.44977510000000004,0.30812916116151756,2.419831366700694,1.11901625714856,-0.20847731986731377,2.05852652240208,0.049975014,0.049975014,-1.1791847632385912,0.44977510000000004,4.3849700285950775,-1.8091709314457134,3.8692366224325667,0.5497251,0.44977510000000004,0.09995003000000001,8.526245768421482,4.93910394601993,-1.3201163090325958,7.406778438583716,0.4997501,-0.7996002,0.049975014,-0.873513703632214,1.5679971546436793,12.897093985388956,2.5,2.2896912682891304,1.5892757426340667,92.19241300424031,1.8458793870139547,80.51242400101536,80.32225676674273,89.91269167557546,56.34744944921678,1.6486218834138118,21.15028474146224,39.2407960535183,36.12078191605528,1,58.232046491049466,90.11233517434883,95.30628325410702,97.03669283690085,46.04365518144448,48.812957141464366,26.723892463689545,75.44796302465508,99,46.6646578750847,88.0215526434417,94.91662234981884,2.2157985198808907,63.19641145284274,1.3411023720288617,99,99,84.07462308539698,98.82474852375286
shayang,5.511795781066695,-1.1705010984881716,1.3067068642889512,0.3794038,-2.765498332765028,2.347485210134212,0.7643405657842728,3.2384882248996627,2.394239241005355,0.3794038,0.10840108000000001,4.81850802698235,1.4092141,0.6342929505435158,-2.684948490134471,-0.937183259339956,1.2466124,2.2222223,0.21680216000000002,5.994093342138331,3.3540948521456144,-0.8170909636534465,10.151486942745734,0.10840108000000001,1.5718157,0.0,1.4072344488713275,0.55146752978949,10.374813447123154,2.5,-1.3964014200274582,79.07714262008993,93.68476533464981,75.35568768409863,73.54646325021322,13.664493220961262,88.93094381089809,46.788648600386274,65.90443028127424,27.49857484401521,55.339829065238696,43.360748953061325,40.96549523501153,97.94258064286048,24.708217510244413,88.64198539270662,15.204752384707096,72.68615958937106,98.29069666501769,30.32170113211117,41.02105080175728,94.4667222467997,55.31248767437916,99,52.273432482799905,59.0396856060606,38.59850307933812,46.98143609730662,93.67304741742883,94.61967571537653,84.07462308539698,71.38889787653095
desireegruber,5.502849305551318,4.278293614468525,1.8854260015977142,0.754717,-2.6363342740763804,1.5177727688107365,-1.9845170922406044,5.746916508032802,3.1998648089434845,0.754717,0.66037737,9.235541725734038,0.4716981,1.1204644243782125,-4.6802043062942,-0.5977632880497881,2.4528301999999997,0.66037737,1.6981131999999999,-0.004653198468205888,1.5235111102249008,5.359733355616173,8.649077195229067,0.18867925,1.792452876,0.0,2.59059644145445,1.1969404382397335,10.29413217735265,2.5,-0.469620938592885,78.91180848272732,99,83.22030203257088,96.85136312047642,15.535038287339123,72.78408348973325,2.6581887246450657,98.80019462649243,45.56692560872611,72.51507982913941,94.58874544184587,97.06746438155297,59.879448867959475,33.43834355524659,55.54748138630531,20.567595039926754,96.5269692597063,58.97313349310047,79.73432055238503,1,38.56943339511899,99,97.2699969203102,64.85480185051,66.92603070887445,38.59850307933812,85.18371982141674,97.99230430145813,94.08954055688712,84.07462308539698,84.0363625047831
_javigon,3.349558647261764,-5.050696042146666,1.5338547803861173,0.13774105,-0.10077578724706301,0.3959779970215944,-0.5045798772663916,2.707915240682094,1.4527724793248167,0.2754821,0.0,3.3949061980777655,0.13774105,0.09625404807888716,-1.8656222609333069,-0.752227098785373,0.5509642,2.2038568,0.0,5.316374628683748,3.7993395862627515,-2.8225038196128693,9.157923119978472,0.0,1.7906337,0.0,2.120742712792204,-0.6380202009605513,7.064233226338702,2.5,-3.8222759656577696,27.86282864776767,63.93899155211194,78.65510659841686,43.47725344119346,72.37694383328973,41.01824412415197,17.3891628106868,50.621091037330196,12.165207217767025,50.24116986644996,30.301344646823317,18.064078174283637,34.848456974873656,16.694558991573174,95.02103434561901,17.99390308368129,46.093617898918744,98.20830828268336,23.812132689852675,31.837181977315268,98.00742717655682,23.20961140402903,98.66750156289424,35.14827527205458,66.86450554653679,38.59850307933812,72.55224575188281,71.38201673531897,36.42330951959929,84.07462308539698,28.662591575115925
charlesfitz,4.148790290044011,-5.451022255711675,-0.2875482596014781,0.15189874,0.05511437148391918,0.16720525785005025,2.096440159166559,1.417922970641989,1.410216820746288,0.050632909999999996,0.25316456,3.511962643136025,0.20253164999999998,0.9577354675141971,-3.7575368464120906,0.6587360545038279,1.16455695,1.5696203,0.40506329999999996,8.241719494537914,2.54121064542223,-2.4539864106068983,8.44268831143626,0.050632909999999996,1.1139241500000001,0.050632909999999996,1.3142066825123762,-1.2909361294198762,8.609088706216045,2.5,-3.9331127036138036,47.15404235103966,59.29291886616243,46.84471218405603,45.32368995924079,75.59877083631736,34.53270708660472,79.41670724640203,17.303827511126133,11.661187784641974,39.27207610649094,61.75111276077244,19.59983246792647,39.53442535004834,30.382744996135592,73.6961641419016,47.616399138964894,69.88818724351657,90.92817814869268,36.54820943000087,72.08106684192784,77.60545596445579,28.334507619359552,96.39880405985677,42.981151957453505,41.899335300116554,63.5136483330024,43.50099082355255,51.39704365223435,71.45270463662617,84.07462308539698,26.94499142083057
tkulzer,5.008014289738421,3.178636465226961,2.190720319682931,0.06702413,-2.471571797304421,1.7789231235298546,-0.3278570680940791,5.228560145538545,2.9975371404968105,0.13404826,0.20107238000000002,6.443061695197143,0.13404826,-0.8660994668163191,-4.34738170714815,-0.9147242924799293,1.608579,1.7426272999999999,1.0723861,1.760483125234829,1.6400141613912522,2.8240156344249625,8.222905972689809,0.06702413,1.0053619,0.0,2.140298819714257,0.04470566367336193,11.06244149121186,2.5,-2.7376459518252,68.5552496942364,99,86.63404393350005,34.58308071325621,18.160811713921042,78.84371579990935,20.6318397967584,97.03370000359843,40.77950792741537,43.28763239606587,55.20072659778937,70.9456042796572,34.586726665213995,7.05370575956873,62.47974157098633,15.529032133761742,83.3615806772789,93.90969858399431,60.3947154384508,3.941572194282454,43.23646026355679,95.57514433809497,95.2346846213089,45.60439044689838,37.91027988215488,38.59850307933812,73.16896309411091,86.82981881718965,97.78850114756416,84.07462308539698,47.644891644347744
samdecker,6.264148535760997,1.4726752812613413,0.5360780206067979,0.0,-1.8469074751905885,3.6063472972188455,-0.4325488127869689,2.1332160012959394,1.7071454148216465,0.23809525,0.0,4.378594074444583,0.3968254,-0.6998639300310163,-0.015674651789329697,-1.13606585260321,1.1111111,2.5,1.0317460999999999,3.616429825916077,1.9613464759344605,-0.5769262724951049,10.044184211146478,0.0,0.7142857,0.0,0.79781160610991,2.017242611674877,9.659040434608901,2.5,1.701455196786493,90.2115146541891,99,62.40566777825358,26.88932439562619,30.39497519724186,98.38737507440095,18.673320177248854,34.03244524996396,15.54273363288227,48.392486861204326,30.301344646823317,32.9944091266053,54.25791772422978,8.315835879739941,99,12.550848967176027,67.9640517075561,99,58.93445023288332,13.839844531142994,56.40727735812209,59.380409801466236,99,35.14827527205458,27.997907196969695,38.59850307933812,25.708932954188967,99,88.2401336783981,84.07462308539698,97.71595734954973
motowashere,4.114696159526806,-5.453298166238158,-1.4302125758828583,1.0204081,-0.650773568506329,-1.1303968450484632,1.6588955711931748,1.7002601596093108,3.457962500762294,0.4251701,0.25510204,5.198633162626473,0.6802721,2.9954087188034206,-3.5412690654022025,1.087211445368137,1.0204081,0.4251701,1.3605442,6.752105627061439,1.1471169159872385,0.2615104457950941,5.754889182360135,0.08503401000000001,1.5306122999999998,0.17006802000000001,1.770396942437357,-0.9500008201560721,8.439795454697151,1.8707482000000002,-5.317829152205519,46.27362581089234,59.26538213867928,26.544669608775035,99,59.70184987935754,8.66598693019908,70.03321289704574,23.19556724504085,51.78761331147539,57.579667493915544,61.99073883585124,48.148571808385654,74.1975634037658,71.16829160188259,77.32490845137714,57.93267354033067,64.6503995464636,47.61203325248674,70.04746677838037,51.86771250721792,24.86781301505279,72.55098511507045,57.02809310795007,48.498245052826135,57.53745265151514,96.70564632616677,60.581323864251395,62.238328071969235,67.94524488251143,71.07861125405941,10.42900002362099
Superwebomatic,3.7227217793678946,6.426222310934214,1.7208160940669857,0.08948546,-2.7162428424031573,0.3760629743484844,-1.9394881396789632,5.377667546087476,2.0412223707986317,0.4474273,0.4474273,6.642335893012862,0.0,0.009149695705470418,-4.268600800798451,-1.2300696806910298,2.5,1.9239374,2.5,-1.1749242999239926,0.742227197378786,3.359159209089107,7.272728681762917,0.04474273,1.38702461,0.0,1.671869022829072,1.0901866884288902,9.818691494645137,2.5,-3.5534283463609557,36.453488090775544,99,81.15946845206118,37.351537410614995,14.359098945017045,40.42670555683225,2.8342935709130304,97.6735607970076,20.85150001340436,58.63789918254488,82.21056297648926,74.13339984836017,25.687734709530453,15.5710992902893,64.0796127517219,11.422789094893995,96.89273277769352,96.13924102954317,94.07607331444157,1,13.65995511830538,97.32386716455795,86.3265402681647,42.06613427624811,52.160023106060606,38.59850307933812,56.95598951103394,97.49183901489806,89.99816670765159,84.07462308539698,33.06660778440334
johnsheehan,5.069936538383666,-1.751242305964617,1.344767310255785,0.28275212,-0.8715000200985716,0.2922475541447336,0.23827485684674876,3.3945965682795363,2.335629360901857,0.23562677999999998,0.28275212,6.038865503821995,0.14137606,0.09142297193020577,-3.4269410387108827,-0.4600986254680157,0.9896324,1.1781339,0.7068803,4.748995427609497,1.7411521873934088,0.6850309636291374,7.9186999606276345,0.0,1.27238446,0.047125352999999995,1.6012404836514147,-0.39239169975765287,8.611343635410465,2.5,-4.008671329883237,69.98295071437023,91.20990100402386,75.92586454721635,62.26121983062042,54.21462318670866,38.01351312967497,33.13519371850833,70.0452747684391,26.31811401615019,48.27042740612965,65.3212029805076,63.97246552541926,35.10609206728778,16.631059042195133,79.13772780588462,23.02779231732702,63.482212027411585,80.47415535270628,47.23167073266131,24.882520655622706,47.36710051106841,78.30578791563975,93.12446109771713,35.14827527205458,47.81759318181818,61.86076893055205,54.310766452638624,77.7476541630993,71.49715425607067,84.07462308539698,25.781372056759245
michaelapuscar,3.912703287176795,-4.368824285267616,-1.7152293817926334,0.62015504,-0.9103611685989057,1.0322454969846082,0.21430037167191385,3.083853186247584,3.0644897352605014,0.62015504,0.54263566,6.537301999140683,0.6976744,5.188877391113967,-5.184020987125969,0.5685940666032434,1.2403100999999999,0.9302326,0.23255814,6.375404301714692,3.2472060787299624,-0.7458522262476154,8.238501348097593,0.3875969,1.6279070000000002,0.0,1.351928251674725,-0.5117004411984102,13.540296088545741,2.4031008,-1.994063492161109,41.17071279676204,71.32221934596072,22.2638458149186,92.20934726408882,53.23750999115014,59.7014274196166,32.555875982793204,61.60077055129873,42.34393993168723,66.71817411754999,89.04308583436934,72.45622797215312,75.26332586562177,95.62539626170053,44.8333371799471,45.4517438681542,72.47439296148386,71.11932194859439,30.833555800026353,46.4181454135941,93.13684038535773,56.54286310453168,95.32369572308494,88.18286162739419,61.11957313519814,38.59850307933812,44.928486345306524,74.77127799496611,99,82.36165659031995,61.30053119906468
dougpepper,5.00282224383186,-0.35275422592951894,1.8494297866182425,0.0,-2.294432928736155,2.72678476827567,-1.8337987510782505,4.159322820776784,2.1898152762657164,0.23547881,0.47095762999999996,6.126799289206465,0.23547881,0.13226972694691863,-2.332254516866666,0.3751693858053553,1.255887,1.9623233,0.3924647,7.496256013179917,3.2885591968692154,0.18201115150086955,9.41578879126108,0.0,2.4332810599999997,0.07849294,2.664311083842881,-0.0896942844066555,8.282430733522528,2.5,-0.03879865096330448,68.4355400680591,96.2034524037193,82.78348681832783,26.88932439562619,21.27283880905377,93.37235676698198,3.329547459778023,86.28344502722288,23.528431314944914,48.26311067245762,84.11613117573538,65.53775374829162,41.997864922718456,17.172257636319646,91.87957353988128,40.85788686004501,72.99779990592256,96.49953790720959,36.107443296132736,62.4009244281015,93.67648697467331,71.40678110968436,99,35.14827527205458,85.19940297865013,75.64503112636385,86.73528616352435,84.36117320498484,64.57061860224124,84.07462308539698,88.40031782209255
ddubinsky,5.549722824106703,2.5956345612194056,2.3510725993677384,0.19747235,-3.3050050251866345,2.260004342731817,-1.97168168547962,4.974714109761154,2.1262062320388355,0.23696683,0.2764613,7.551599252150618,0.7898894,-0.9125046148091629,-3.643783218306469,-1.7680909163319751,1.935229,1.5007899,1.8167457000000002,0.13873365631239087,1.5412103031898654,1.9951143698223999,8.082555136942213,0.039494470000000004,1.8167457599999999,0.0,1.8442844386327226,0.7640655177436375,8.391853592608843,2.5,-1.6809845044096159,79.75727752863321,99,88.21224462873127,51.28199580191308,7.541650439981115,87.6605620625418,2.708387034972975,95.50355864017281,22.363750472193274,48.33668941165243,64.57197551615133,86.08394157113372,80.46927587713769,6.739430747053978,75.65042149326344,6.300174894397255,90.26679596950254,89.46864442657204,82.64989372157531,1,39.27122534456247,91.11036249070597,94.3329393580027,41.25083649323246,67.74762445887445,38.59850307933812,63.23144016566198,95.53390654595815,66.93270238677121,84.07462308539698,66.72729454058552
swkmedia,3.72431200799808,-2.038557726492353,-2.1456252190520324,0.23023789999999997,-2.4959999529714962,0.9914391537113433,-1.1507497210073439,4.535319085423644,4.273095416833438,0.46047579999999994,0.30698387,6.309174769665518,0.15349194,4.02686047951043,-5.78017050223019,-0.8651790820566689,2.5,1.2279355,2.1488871,3.6357575387201924,1.6143624314417655,-0.7033303510834326,8.184286341100709,0.30698387,2.1488872000000003,0.15349194,2.369020291133136,-0.25597961994206964,11.924578450267694,2.5,-4.348584993530716,36.492973332623514,89.73684360945745,16.609525179146306,55.5452220510869,17.75537855110326,58.50755372351568,8.452895371623987,91.48710195600923,70.45578532833498,59.26862971576885,68.12834151343776,68.68270155183062,35.96481759032031,86.4423316361545,32.66159418796025,16.25662398337373,96.89273277769352,82.12404254612923,89.28123296636016,13.991803905339985,42.21024708333726,57.26660105149076,95.01426184416854,80.46979071946417,78.10180481283423,94.88796407006538,79.7904523056117,80.89741326615145,99,84.07462308539698,20.949907103534326
