Twitter Account,raw_scores achievement_driven,raw_scores adjustment,raw_scores agreeable,raw_scores body_focus,raw_scores cold,raw_scores conscientious,raw_scores depression, raw_scores extraversion,raw_scores family_oriented,raw_scores food_focus,raw_scores friend_focus,raw_scores happiness,raw_scores health_oriented,raw_scores impulsive,raw_scores independent,raw_scores insecure,raw_scores leisure_oriented,raw_scores money_oriented,raw_scores netspeak_focus,raw_scores neuroticism,raw_scores openness,raw_scores persuasive,raw_scores power_driven,raw_scores religion_oriented,raw_scores reward_bias,raw_scores sexual_focus,raw_scores social_skills,raw_scores thinking_style,raw_scores type_a,raw_scores work_oriented,raw_scores workhorse,percentiles achievement_driven,percentiles adjustment,percentiles agreeable,percentiles body_focus,percentiles cold,percentiles conscientious,percentiles depression,percentiles extraversion,percentiles family_oriented,percentiles food_focus,percentiles friend_focus,percentiles happiness,percentiles health_oriented,percentiles impulsive,percentiles independent,percentiles insecure,percentiles leisure_oriented,percentiles money_oriented,percentiles netspeak_focus,percentiles neuroticism,percentiles openness,percentiles persuasive,percentiles power_driven,percentiles religion_oriented,percentiles reward_bias,percentiles sexual_focus,percentiles social_skills,percentiles thinking_style,percentiles type_a,percentiles work_oriented,percentiles workhorse
mrmawhinney,5.795562870264786,1.0525584640534322,1.0425796261164608,0.16488046,-2.4254675132275136,4.01115125501005,-2.5250698741338673,3.3469939698784392,2.4256820405835366,0.16488046,0.24732069999999998,5.193494154686043,0.41220114,-0.5819173008694065,-1.2944557107165369,-3.3620442598020315,1.2366035,2.143446,0.9068425999999999,2.0869125009631193,2.925128073511166,-0.48194598406666034,10.130847786412048,0.16488046,2.55564704,0.08244023,2.049360244908842,1.3761365012169744,9.528407535238498,2.5,-0.9280363823340894,83.94927163112953,98.54605981999465,71.19210012969737,47.00157699135791,18.950958658631446,99,1.074022242562815,68.78475898500476,28.131863858681506,44.81220491700128,61.02834853347204,48.04983966735914,55.40518762218674,9.308904980757038,97.4170930127572,1,72.34984570366899,97.90142432128182,54.487737433165776,5.0495780629420075,87.58716754704747,60.98156662570313,99,61.229086364279496,87.70715522572665,77.15542033791789,70.27704449511768,98.5294192226545,86.65728454012931,84.07462308539698,78.30617247334908
axe9,3.3190860465082257,-3.6348887202095157,-3.3775611054682058,0.2754821,-0.04231586935895204,-0.256645707220741,-0.6141117177347226,1.86145781067149,3.8650415488732786,0.4132231,0.13774105,3.696565431138598,0.2754821,4.7420199550299245,-4.60138648933829,2.7463213704562874,0.5509642,0.8264462,0.13774105,5.462486054074208,2.3457929203715193,-0.10341058507672563,6.469882567458549,0.2754821,0.9641874,0.13774105,0.3910486479725156,-1.1259476764598646,12.635132289701929,1.3774104,-3.3118131413694654,27.20708083727621,78.3725781982001,5.942307949993577,61.353190007341816,73.61262165802258,23.795523099679148,15.549266741820949,27.00417744794581,61.44844408257678,57.01164033937433,47.09464428524067,22.129092526687593,45.01911156337436,93.00444538746639,57.22705102100676,88.60347029034249,46.093617898918744,66.64068470197734,27.869739479200966,33.72443882813496,71.15061582032713,67.07015505371444,72.8766752447077,76.77808168221917,36.445636655011654,92.4569727275442,14.980662423078083,56.709467105924915,99,58.26934631297195,37.2293310369085
justpw,5.303029130009819,1.3968737345635378,2.566110503803284,0.15447992,-3.1247974563854464,2.173423350179669,-1.4089914168579687,5.548222034638568,2.2877946230274118,0.46343976000000003,0.20597323,6.854680499975969,0.10298662,-0.3676503857653266,-4.9531799056339985,-1.2219229329301926,1.3903192,2.5,0.8238929,2.4881391701421363,2.6270226279269564,1.3433708855650202,9.644908776670363,0.10298662,2.00823894,0.0,2.2389461680124034,-0.5133731218833665,10.34631972200181,2.5,-2.1179245017087287,75.00006314577588,98.92895908348851,90.12072821069668,45.64964797852308,9.30050131245288,86.30424034555793,6.053943775732096,98.25788253482294,25.375492116312483,59.415189869411854,55.83110539295211,77.30685092970002,32.44287221150698,11.324593689180146,49.73904862058921,11.517797115615615,77.28629202045325,99,51.48914370334794,6.75406491698737,80.15127800478112,85.69668399243426,99,51.39867149085287,73.97572411616162,38.59850307933812,76.16353223853683,74.72751689078915,94.43245102833176,84.07462308539698,59.04923288314777
benmillerise,5.597836625077774,2.020711494064006,-0.2687086602183092,0.12722645999999999,-3.320298656167019,3.5200873048036283,-1.0264370120800779,2.947927519170368,3.0824043700331574,0.3816794,0.3816794,4.93094532627938,0.25445292999999997,0.15024851929590755,-1.8333343036559895,-2.2918774251095435,1.2722646,2.5,0.3816794,1.7450805350789549,3.975244504059337,0.6310398290062609,10.679191509258994,0.0,2.1628498,0.12722645999999999,1.393798135917861,1.2330075228065938,12.365311985093161,2.5,-1.1223051365474368,80.62008867867752,99,47.20597008210337,42.131088192734666,7.405059917948867,98.15158895911773,9.832102336184056,57.68115810548707,42.760268882945795,55.45235159780661,76.17542513687484,43.04567389585744,43.41017472416606,17.414631282804976,95.18418558854388,3.2467303022365828,73.54811155799963,99,35.740111756401205,3.898721755679385,98.6741377503765,77.6086228738978,99,35.14827527205458,78.49069184491978,90.40036920670073,46.47296635450751,98.1026475442685,99,84.07462308539698,75.5654472258915
AndrewYangVFA,6.284281705439656,6.51663148599976,3.6164526035952993,0.06341154,-3.1630352003548206,3.1805956336959356,-3.3203170110951667,6.171062553022269,2.790863985692018,0.44388077000000004,1.0779962,10.622057422316136,0.25364617,-0.2826290114321559,-1.280726147573743,-2.0187435761276733,1.2048192,0.7609385,0.12682308,2.660140261070047,2.05819009896018,6.028700182012529,9.864718981688114,0.0,2.5998731000000004,0.0,2.4476645283597107,2.139647917401178,8.789885415003106,2.5,1.1140962431516872,90.43181172587734,99,96.32032820855262,34.143770158151874,8.89816304340896,96.70632332682834,1,99,35.98554292697814,58.46927732396992,99,99,43.348420379025754,12.195508364641343,97.4596005846177,4.6387829323222,71.28184607960239,63.692556660670554,27.538699900487735,7.602502412296802,60.30848925298096,99,99,35.14827527205458,88.5294489364802,38.59850307933812,81.83404148302719,99,74.98381211734049,84.07462308539698,95.81884355302793
peretti,4.271242968240215,2.7736176147517404,1.3874122016880575,0.28490028,-4.050960408171736,1.1037488569268852,-0.46485876693167505,4.156303311993435,3.568581081462017,0.28490028,0.37986704,6.735785643531484,0.56980057,-0.3547396467642292,-5.9104810108833306,-0.5203653057091369,2.5,1.2345679,1.4245014999999999,0.5314088052363131,1.784404658227973,2.7478119775856866,6.968148362240639,0.09496676,1.5194681999999997,0.09496676,2.1226004166747066,-0.40554164932552506,8.79429817793063,2.5,-3.894182911931007,50.31615153622246,99,76.54760745065309,62.52244774800184,2.8291062338612636,61.75761672653375,18.082493381639267,86.2347134048842,54.44343670606594,50.70687450073566,75.99878421904951,75.56312505300619,66.91858213299909,11.455131776629566,30.168853567921595,21.92263928746234,96.89273277769352,82.33155216219785,72.01844263612288,1.451812048234647,49.1507075557927,95.26473741969599,81.88514199435554,50.10298167342392,57.13156322843822,81.62638379392399,72.61082991720929,77.4244722326544,75.06586668263287,84.07462308539698,27.548273486269846
rr,3.73324973455545,-0.4941628555296384,-0.41703662172585154,0.42075740000000006,-1.403984778822142,1.0767866560086083,1.1946902206383543,2.0305677459373674,2.7658001771267022,0.2805049,0.0,3.581964276994733,0.7012623,1.909363584131793,-3.206324254953069,-0.70955178295771,2.3842918,2.2440393,1.4025246,3.9331692828150855,2.444136106052326,0.021430394378149586,7.218531473579283,0.0,0.8415147000000001,0.0,1.4061480905820316,0.25475349378508705,10.089109053764165,2.5,-3.5255255463744666,36.71489632406639,95.84599511599939,44.40171386911119,77.79309388642959,40.836936491511935,60.986607263614765,58.34178777553748,31.309676156998822,35.42464310454744,50.48953433146232,30.301344646823317,20.53378531586526,75.47788821894027,49.48188399856558,82.36217083552293,18.693019799752346,95.99449289409559,98.38856861717736,71.35208948462835,16.52964993503694,74.51300651986452,68.9952873547087,85.59617339598957,35.14827527205458,32.19354369588745,38.59850307933812,46.940325092981325,90.11062303304723,92.51852020026624,84.07462308539698,33.52989396336477
jennylawton,2.115878606099377,-2.356787959593731,-4.859375433183909,1.0238908,0.8599202735500799,1.5478509591332679,-0.9362337396712664,3.175455119625897,2.9525145317657824,0.6257110300000001,0.22753128,4.730580546187789,0.34129692,5.4386091060234385,-3.7669991332974866,1.5389207847297983,1.4220705,0.34129692,0.22753128,6.408784024085129,1.8915935927419356,1.7575211172024199,4.879546534119709,0.39817975,0.5688282000000001,0.7963595,2.0096276561378907,0.19181944375365412,11.264111379256791,2.2184301,-3.955194328175325,8.335131598000489,87.92383693473998,1.2038459597881017,99,88.54808635615433,73.52951571581829,10.929539430787719,64.171275526572,39.703219422862716,66.96346816312433,58.54234635320474,39.30404467205699,50.01774492078243,96.70455029533058,73.52722490095543,68.22067020553145,78.24865764495699,43.55834068973444,30.67025134318164,46.90103470647565,53.57086980379116,89.33591707648311,36.19805925176567,89.00459957352525,23.55131427915519,99,68.9444403344334,89.1906428334978,98.30393906159075,78.80746244167645,26.60279981132303
BradUSV,3.0676574384304622,-0.9502877081774825,-0.05384849918851875,0.3960396,-0.9769732266615927,1.1339332649489484,0.2972900750050558,2.231383061134532,2.3968291146611658,0.7128712700000001,0.3960396,4.861383101057473,0.35643564,1.3602807403408907,-1.7956133006960524,0.4658935260366692,1.18811885,1.3465347,1.3861386,4.627189321887933,2.4444028085292846,-1.3954331569555127,7.070278114102889,0.03960396,0.8316831599999999,0.0,0.2724144573487043,1.2581506197104575,8.204753770681204,2.5,-2.505105661695111,22.087748467837745,94.46340758157733,51.326011520833774,75.31296857459748,51.54792069342822,62.597776812582914,34.5820196212363,36.75978131273292,27.550737455411195,70.7835626808065,77.57474417496007,41.75886908034938,51.17655514918073,38.129231180556715,95.37479004408216,42.97941703682113,70.71105815393759,85.64892660341926,70.85026468957011,23.520843025786974,74.52187590719271,45.38831611273561,83.46346469415349,41.26784535984014,31.861037608225104,38.59850307933812,12.528825465771511,98.17761741958417,62.83226604203527,84.07462308539698,51.96921131203885
iRowan,5.771826447299681,4.5223468402987885,0.8958947219630586,0.4725898,-1.904942339403494,3.099448861016149,-1.0688166125442349,5.068120176071497,2.261658854200335,0.28355387,0.56710774,7.372581469935412,0.37807184,0.17351417007598613,-4.049867406120187,-0.45307669492332003,1.7958412,1.4650283,0.4725898,2.507318262884525,2.1346509969918075,3.9970871763689555,8.236158034337834,0.14177694000000002,1.2287334700000003,0.04725898,1.9218457403215456,0.825030031823496,12.261344809697958,2.5,-0.3242327646836522,83.56617894286121,99,68.73015206757736,82.52194438571604,29.11236220227202,96.24222968839662,9.346108890343857,96.12862301451372,24.870257821003307,50.64029800966746,90.44175631333219,84.09232731731636,52.83272224016803,17.728277522661518,68.33240098476955,23.15683159815278,87.63738484472535,88.65651977605218,38.87218453836092,6.841867204818484,63.301784178898004,98.58262086058772,95.31032118517808,57.60157843027782,46.1641465909091,61.925203753966535,65.9776355275779,96.0002934170784,99,84.07462308539698,85.61632259114522
lyuben,5.921967427465883,1.1104619880744524,0.7879129029220626,0.21067414999999998,-2.4638481203094216,1.479093485727271,-2.003473168185255,4.072573598895923,2.7274050830367895,0.14044944,1.0533708,7.665863584082042,0.3511236,-0.7888936992975488,-2.55777708972256,-1.7850652935188767,1.1235955,2.5,2.5,1.3341230413517748,1.1583662645633939,0.6130769386153267,10.549230201087923,0.0,2.03651685,0.14044944,2.18348590678696,0.6213042835404212,10.131920775838584,2.5,-2.7594040069269363,85.8539736408516,98.61045201691493,66.88140157036814,53.01583919219168,18.29318205437246,71.82548911343919,2.584052937553265,84.82468269692657,34.565404118536186,43.604154185933645,99,87.26006767513618,50.76993911521874,7.625422466361954,89.89997477993319,6.169874388629267,68.41350994772152,99,94.07607331444157,2.816216415666045,25.237654292098235,77.3735926442577,99,35.14827527205458,74.84032410801564,92.93522013580458,74.51377626230536,94.34233832153214,92.87510328781688,84.07462308539698,47.24027881121458
jfremontsmith,7.054327661192984,6.203881650538017,3.0938603425288873,0.16034205999999998,-3.951615067520442,3.311611391018621,-3.8183409161333093,6.948097989130435,3.06845036909614,1.1758418,0.5344735500000001,10.496380200460187,0.16034205999999998,-0.17188272490857726,-4.738565960575995,-2.340376653315513,2.5,0.8551576999999999,2.2982362999999997,0.07920188748091217,1.415065951315777,4.940084135847431,11.73763448040831,0.053447357,3.2068413399999995,0.053447357,2.780076463123798,1.435876879293636,10.57155586626388,2.5,0.38379304858735663,96.41231892135364,99,93.83695002566166,46.405531388300716,3.2571676136752257,97.3423787137917,1,99,42.43598347887846,86.84871066354849,88.54082973020634,99,36.467647194944,13.408829093990567,54.324132491945214,3.0204895586345435,96.89273277769352,67.89189403219407,91.58310322828149,1,34.37059760655888,99,99,43.43510052676688,96.20239903846154,64.83852141005598,88.92972605930788,98.70754877896341,95.77469436564208,84.07462308539698,91.8012410549407
darrentkimura,5.21750843264552,2.3584096876709615,1.6546273457119531,0.11007154999999999,-1.1108546860233122,2.952139267350841,-1.5589839413668554,3.793511091405625,1.7241302751786272,0.22014309999999998,0.33021464,4.6344425463768415,0.27517886,-0.5302875045611743,-1.6973149733888673,-2.1092350246167397,1.8161805,2.0363236,0.8255366,2.15245455818195,3.158546957122179,0.8974793815988709,10.190512763579346,0.16510732,1.5410016,0.0,2.061257579169976,1.8104681116996808,9.712800649060519,2.5,-0.17988720435224326,73.19305858931611,99,80.28250966378972,39.92626069584873,48.1520688389775,95.26383017009779,4.931869039198462,79.42953665358462,15.787084954375304,47.50479948950491,70.76882180715486,37.54553218729928,44.99666418146941,9.768989782733835,95.8714920850276,4.121079530094054,88.05259186230025,97.1458689204891,51.54894929968472,5.3129578387862155,91.85014428354026,80.89243165417952,99,61.26432822635472,57.91585081585081,38.59850307933812,70.66517401787674,99,88.85151763931809,84.07462308539698,87.08621330038955
benchestnut,6.099742702648517,2.303879748856448,2.113020182717194,0.35612537,-3.5585183845401174,3.5441646755018734,-2.1180675671292475,5.528413410616302,2.665034216369177,0.28490028,0.0,6.176157697635382,0.42735045,-0.5832092624997027,-4.164133800992895,-1.8632850854244694,1.3532762999999999,2.1367522,0.9971509999999999,0.3917843032616164,2.5418309504263656,1.6905901108278414,10.430559818351757,0.07122507,1.7806268600000001,0.0,2.506465878125063,0.06055222859474729,11.569417610743017,2.5,-0.6611247188964107,88.25658865084814,99,85.81630984395095,70.99871531706196,5.518893929823736,98.2174028960799,2.135882863386519,98.20381733540849,33.199270961786304,50.70687450073566,30.301344646823317,66.40094856654629,56.56480847396131,9.297392018217195,66.1465720217137,5.622059932454221,76.15474985328447,97.85421163054836,57.72412936566145,1.2661609180693758,77.6248344400614,88.79953924893584,99,46.26727057852268,66.5260707521645,38.59850307933812,83.26224877306204,87.10252459729459,98.96771752431344,84.07462308539698,81.77019213066946
taylorhou,3.909088307376608,-1.5933052933649854,-0.9951660772870874,0.4322767,-1.2504514484192875,0.627079829085897,-0.10050420825673778,3.6487910927752467,2.2617772932318347,1.2487993,0.2401537,5.528304369021706,0.28818443,2.474464406921849,-4.209964245503625,-0.6422750338529234,2.5,2.0172909999999997,1.29683,2.6462892486760667,1.4534434633803026,-1.1758296378542779,5.797235486261613,0.048030738,1.15273784,0.14409221,1.4107194519470134,0.384274443404653,8.83414199296016,2.4975985,-5.258124431980978,41.08095315530137,91.95635164584758,33.78198059705713,78.91158683541033,44.65125051568072,47.77189082783337,25.276480678843736,76.24316872005684,24.872494207549753,88.65826309629468,60.14193934210505,54.46376208197935,45.95402890475579,61.19830152313049,65.2428287507464,19.817784619417097,96.89273277769352,97.0116282414049,67.97931865417007,7.531947373741522,35.83594743720133,49.156655650185186,58.01345637995715,42.57691416004534,43.32552424242424,93.519882069342,47.113318900549224,91.82143962140933,75.80218792430809,84.03447999647229,10.933667791040296
wanderingmatt,1.3598224949408282,0.6873208909090806,-0.25902808046028747,0.9797917999999999,-1.5531824748924343,0.8655628164475357,-0.9548404754422908,2.795655963980976,2.540597009074605,0.67360685,0.5511328999999999,4.295329163164876,0.30618493999999996,3.196662222456418,-4.554969573457415,1.2292313793705847,2.5,0.42865890000000006,0.48989589999999994,2.581823333129509,4.497124349422978,1.2703167204941375,7.295128036387488,0.30618493999999996,1.71463574,0.0,0.8736018740624959,1.0916197729928379,10.028181413592089,1.2859767,-0.833799696517517,3.0719645177575003,98.13989369918896,47.391599607664666,99,37.196846452654256,54.83107853724724,10.700646137996179,53.226606205819635,30.513962215679868,69.07804350503464,89.53989018402378,31.566096527461166,47.330059200766684,74.67291174750548,58.18327276466946,61.2836306239349,96.89273277769352,47.782315035208356,39.47764409651304,7.203567394898549,99,84.97882967857284,86.62113968472755,80.38015512646973,64.23105148709315,38.59850307933812,28.0893369303846,97.49855736510338,92.01104783062017,55.752423171242846,79.56168065864047
