'Twitter Account','raw_scores achievement_driven','raw_scores adjustment', 'raw_scores agreeable', 'raw_scores body_focus', 'raw_scores cold' ,'raw_scores conscientious',  'raw_scores depression', ' raw_scores extraversion', 'raw_scores family_oriented', 'raw_scores food_focus','raw_scores friend_focus', 'raw_scores happiness', 'raw_scores health_oriented','raw_scores impulsive', 'raw_scores independent','raw_scores insecure', 'raw_scores leisure_oriented', 'raw_scores money_oriented', 'raw_scores netspeak_focus', 'raw_scores neuroticism','raw_scores openness', 'raw_scores persuasive','raw_scores power_driven',  'raw_scores religion_oriented' , 'raw_scores reward_bias','raw_scores sexual_focus', 'raw_scores social_skills','raw_scores thinking_style','raw_scores type_a','raw_scores work_oriented','raw_scores workhorse','percentiles achievement_driven', 'percentiles adjustment', 'percentiles agreeable','percentiles body_focus', 'percentiles cold', 'percentiles conscientious', 'percentiles depression','percentiles extraversion', 'percentiles family_oriented', 'percentiles food_focus', 'percentiles friend_focus', 'percentiles happiness','percentiles health_oriented', 'percentiles impulsive', 'percentiles independent', 'percentiles insecure','percentiles leisure_oriented', 'percentiles money_oriented', 'percentiles netspeak_focus', 'percentiles neuroticism', 'percentiles openness','percentiles persuasive', 'percentiles power_driven', 'percentiles religion_oriented','percentiles reward_bias', 'percentiles sexual_focus', 'percentiles social_skills', 'percentiles thinking_style', 'percentiles type_a', 'percentiles work_oriented','percentiles workhorse'
rupertmurdoch,4.39474053202864,-2.2743537472892665,-0.38688851868803115,0.1404889,-0.43582313156845687,1.7187930820247566,-0.20762074015711995,2.6820205382692204,2.435611565536766,0.056195560000000006,0.2809778,4.99508951648812,0.44956450000000003,2.6440904828373264,-4.00845608578064,1.1367285476997968,0.8991290000000001,1.5453779,0.16858668999999998,8.744556555764044,3.1288773137431565,-1.412511648148747,11.875430532887318,0.8148356000000001,1.657769,0.028097780000000003,1.4248395468058654,0.932933469322043,10.709277218303452,2.5,-1.6073879381096756,53.50524291875119,88.40774496667326,44.97981747482203,43.838139196164526,64.88331967475852,77.51454504956081,23.03324024773199,49.85213179715577,28.331854290770718,39.53655557842604,65.10988406269456,44.27803105644803,58.21654590240983,64.56810536350287,69.12456795124645,59.09112304911575,60.011771474513445,90.42681117274128,28.8049982929493,77.8572695025924,91.37221832704827,45.10469562659846,99,99,62.19953002244669,52.51311733531822,47.647664969001525,96.6734697693059,96.44277950372312,84.07462308539698,67.94926050824076
drpatsoonshiong,4.528573890643285,3.8299530243446016,1.5480566892685272,0.0,-2.390077194680003,4.85456825017185,-2.9452623734383216,5.564380388986971,1.8279294483441964,0.0,0.3976143,5.680435133234784,2.5,0.7082932912749977,-1.253314689393819,-2.857763568183125,0.8946322,0.19880715,0.4970179,0.5353525832298981,5.170217339866675,6.009133634333607,10.712961507528913,0.19880715,2.1868788500000003,0.09940357,2.842307136836891,2.76789604417354,10.947184038355239,2.5,2.8043383229891052,56.92123668543021,99,78.85534782680796,26.88932439562619,19.57297268583099,99,1,98.3019847727711,17.35323337739866,36.90316610452883,77.72818964851008,57.351051748222574,99,25.953856573301408,97.54446814495196,1.4923002171924051,59.830923353639044,36.84969455641398,39.726809591521125,1.4570558760103949,99,99,99,66.35665275287539,79.1510640256734,83.07003186449016,90.00373838392782,99,97.394516492807,84.07462308539698,99
jankoum,5.13349415770452,-0.2745178399220253,-2.248189129027762,0.70422534,-3.004734937441934,1.792881605142055,0.7359312764987647,4.106924495409312,4.001084063990236,0.20120723999999998,0.10060361999999999,5.994671284008236,0.40241447,2.7908905444695806,-6.123809130865618,-0.05269294989104334,2.0120725,1.4084507,0.70422534,3.6204154970576568,1.2588429852495175,1.6434702418703453,6.512276680050349,0.10060361999999999,1.1066399000000002,0.20120723999999998,1.9195678782988121,-0.8812373250061508,12.958993595259578,2.5,-4.3006217512879505,71.38513358520593,96.38549062329092,15.409839644937206,95.48014704672052,10.633874013467068,79.1406775122275,46.019790974256146,85.41223755499279,64.55038746761186,46.5684702033599,42.38248998142412,63.15604973044107,54.66928465180879,67.37574253548108,26.315512750122863,31.177836136813582,91.53441608663367,87.287813582889,47.13507070464506,13.871180887315486,28.665051039502323,88.40828219966741,73.73162088644662,51.01367364364192,41.6340289918415,98.65857334063321,65.8978197658927,64.34089318415936,99,84.07462308539698,21.602787331638496
MickyArison,6.021631501934271,3.514694370847715,4.592579389443121,0.43010753999999995,-3.3809254232046495,3.0536444805354135,-3.8771621608814932,6.037069975477201,2.8541884787222527,1.2903226,0.6451613,10.76185047088416,0.0,-0.3797064934591854,-4.093069254961735,-2.0217020750450336,2.3655914,0.6451613,1.2903226,-0.39728754700153823,1.9235958194493676,4.158939385209473,9.031236036499923,0.43010753999999995,3.2258064,0.0,2.8228347037548787,1.1237340854777282,6.740421822940185,2.5,-0.5184888956979422,87.24317863973164,99,98.75950205403517,78.70211318696084,6.8774036328821,95.97579771715938,1,99,37.43971083634895,89.61018499827979,94.04508193485151,99,25.687734709530453,11.202696620367375,67.50598257399696,4.621857300336203,95.81665482502848,58.25902981032196,67.76791682032722,1,54.856297361196184,98.83954870404328,98.38571671101407,91.23764755238386,96.34054778554778,38.59850307933812,89.66905829113063,97.64911037732927,29.500516383698386,84.07462308539698,83.47021274177195
CharlesSchwab,6.176621377569569,4.665419695052433,2.155101632766258,0.039556963,-2.7088530994880307,2.794364578760117,-0.38264740845747924,5.455349052393082,3.166257866887756,0.15822785,0.19778481,7.902422458063127,0.15822785,-1.2508206932720396,-4.238193027183621,-0.25288216524015494,0.5142405,2.5,0.988924,4.697997145726053,1.3638147049903502,3.3289571175603143,8.901920743770763,0.0,1.3053798399999996,0.0,1.2469142758451388,0.33216601207740026,10.31822786240564,2.5,-0.7306278826905142,89.19952318292822,99,86.2628458123125,31.341391095779862,14.465597805268482,94.00734885386301,19.602101028840035,98.00439716907147,44.777350257105894,44.48325056413317,54.786402149070454,89.46116896396059,36.3120370358376,4.722086516318276,64.68283387522821,27.019301288858802,44.652852950400074,99,57.43630508492128,24.306138627102772,32.47034996282586,97.24848781924265,98.0980860417541,35.14827527205458,49.06741818181816,38.59850307933812,41.033122620083645,91.16110366075375,94.24786689273698,84.07462308539698,80.89403013210246
travisk,5.909514577436833,2.1676166746938783,2.761155063455227,0.11976048,-3.204891224105043,1.3995425429234734,-0.4194562869456082,4.395989072847108,2.412950957750253,0.23952096,0.5988024,10.253462708974093,0.23952096,0.06930060062435306,-3.1441338363808393,-1.0655251509326202,0.7185628599999999,1.6766466,2.5,4.176566792561019,0.44768069222891804,2.799260175334198,10.306400284453773,0.0,2.2754492,0.0,1.67707676980689,0.6990133655117614,9.769056886764098,2.5,-3.393864933916162,85.67126265386514,99,91.6503854824966,41.18826512235555,8.48345133060159,69.80782110789892,18.912732930812123,89.75885905172584,27.875447286007105,48.46298453210757,92.07018154183594,99,42.2953753898111,16.34028129106668,83.21087524931923,13.451510125601544,52.851494178996646,92.87825821960988,94.07607331444157,18.816595401603234,8.089089758842107,95.47430579453106,99,35.14827527205458,81.46788493038493,38.59850307933812,57.14717887369515,95.03617779546559,89.46448993886456,84.07462308539698,35.77948354914748
RalphLauren,4.875942091395962,5.617685992608748,1.2841499697506684,0.9745763,-2.1568102944480687,2.84750593603581,-2.550153500279695,3.6898652852923166,2.966008454397067,0.16949152,0.08474576,5.692036152939037,0.8474575999999999,1.0762306232134429,-1.577777385662081,-1.0514830302462663,2.5,0.8474575999999999,0.25423728,-1.112834356232455,2.4180405063019417,3.788451271407753,8.398653858631139,0.21186439999999998,2.03389826,0.08474576,1.8021456509429354,3.2394573362559864,7.43542193416991,1.8644068,0.48978248365238986,65.49200419376807,99,75.01776680474994,99,23.89530765265716,94.44635221838753,1.0116276459650995,77.167201756818,40.01748530264815,45.03866336948782,40.39804980479333,57.56536157797675,83.376487137956,32.60775543062646,96.38772862402834,13.636630497452128,96.89273277769352,67.55633382239654,31.537832462308657,1,73.63335073202549,98.25142752369665,96.19387504126735,68.24016286186733,74.76033296676441,78.03040323050908,61.73657852204845,99,44.94057798154726,70.92780210164932,92.51484395500547
brianacton,3.2182142370442266,-1.3407594871267488,1.6875204480935002,1.0362694000000001,-2.301504486452918,0.9464339674758492,-1.6493582940464766,3.848282117785287,2.8118701128580197,1.6839377999999998,0.38860103,6.843257770648965,0.38860103,2.70060193666603,-4.645310546593951,0.5941528679960151,2.5,0.90673575,2.2020726,4.686557572889304,1.7500809892866993,-0.6838485309670361,7.243691789666317,0.0,2.72020735,0.0,1.2268581594891237,0.1425587941454045,6.669964758209657,1.8134715,-1.795831963871417,25.06747822828935,93.03286894129297,80.72052370423857,99,21.14095105276366,57.22058814629251,4.355016378287356,80.5590224735067,36.473160884453165,95.96359912146501,76.84989823847384,77.14059573616518,53.638690847074635,65.66853481064824,56.295071310252794,46.04979667667714,96.89273277769352,70.13478376883988,90.14993774971919,24.176848699020155,47.735298527286574,57.59013333720214,85.94212681330136,35.14827527205458,90.5844785246533,38.59850307933812,40.27546488132918,88.43333636136697,28.094968622307455,69.68379842984106,64.77672807012385
benioff,5.716783124474702,2.1306839623524043,1.498216612897886,0.15612802,-2.633400836575145,3.2449613868877734,-0.44202709064436396,4.4125397501213595,2.3594795318928545,0.0,0.15612802,6.632304893406541,1.0148321,0.37414469057249633,-4.374316436570969,-1.190485560533465,2.3419203,1.2490242,0.15612802,4.375099202753608,2.2457739051262355,1.4030367186405122,8.110107836419818,0.46838406,1.87353624,0.07806401,1.7569560365970553,1.1324648891588045,9.015528934238102,2.5,-0.9504704300172551,82.66954899728033,99,78.1526227073753,45.85777426633684,15.579327285455431,97.05593994837558,18.499998342457594,89.98226024325247,26.798479997841987,36.90316610452883,49.45969442864305,73.97724773305382,90.12468111731071,20.60796662245146,61.94331843411954,11.884422254356197,95.59154612592609,82.78385016333968,28.42724374076358,20.80599962581483,67.5145031342502,86.26992489525149,94.51815422941134,93.44061335555828,69.66829816017315,75.47698201648464,60.09224352656485,97.6900406881979,79.02600259935117,84.07462308539698,77.99940225100018
reidhoffman,7.834744277276796,3.866504033952366,2.2363719780689166,0.0,-3.590662013318113,4.5451345372181375,-2.366962306356438,5.573298007587097,2.126361241402453,0.10928961999999999,0.6557377,10.00929016913686,0.10928961999999999,-0.697384006062445,-1.2516601009645099,-2.5097205601926724,1.2021858,1.6393442,0.10928961999999999,2.476479911818514,2.50826103775257,1.126891638526654,12.600450097512928,0.0,2.622951,0.10928961999999999,2.6142590408288378,1.7467182779292625,10.80496812056269,2.5,0.14707298821328274,98.93537167545664,99,87.10307764170189,26.88932439562619,5.2924187041632305,99,1.4673089967652087,98.32632431434533,22.366588691796263,42.09940548424679,94.42297206780799,98.77319278892054,32.873649152404845,8.336208546411303,97.54959085248657,2.421784580626294,71.19335993361153,92.2371806979193,27.007074588109585,6.700688588452007,76.57610239776851,83.47957295473505,99,35.14827527205458,88.94971955128204,86.01618342470564,85.69250539324068,99,96.87807451468267,84.07462308539698,90.00386882107087
RickCarusoLA,7.180337183244993,3.8885063922956244,2.99976961963159,0.27142301999999996,-4.335830930945134,4.17346447407579,-1.8908652975454463,5.087928486800778,4.60836787372723,0.46529663000000004,0.5428460399999999,8.809905008084986,0.7754943999999999,-0.9831627759255293,-4.887742771282968,-2.3741572004962634,2.0162854,2.5,0.31019775,1.7798898068519375,2.516216069862933,2.425783845555199,10.703709248878193,0.6203955,2.3652578,0.0,3.00419505060467,1.1869805364074644,10.125561806095089,2.5,0.8543569840911547,97.02861507982026,99,93.26599038576398,60.84059899202775,1.8632154058685182,99,3.0325424297624313,96.2417422580137,77.02422180220141,59.50700728681799,89.05538602820643,95.40787617170076,79.70408049487574,6.2691851620177985,51.14102257561931,2.8969836317114113,91.60077219075136,99,33.3557852515498,3.995562127839582,76.82461948962614,93.73439499330578,99,98.26023252521419,83.65894412878788,38.59850307933812,92.42786587877823,97.94561193577141,92.82213879690399,84.07462308539698,94.62271803342712
realDonaldTrump,3.453584920743776,-1.1960451481006618,-1.5116440298962928,0.13880626000000001,-1.9307088034141153,2.280056043566384,0.9271386961036889,2.683647729839257,3.179204355926602,0.031727148000000004,0.11501091000000001,4.339541016725615,0.23398770000000002,2.386159850365578,-3.9299089222843397,1.780158807004273,0.7971446,1.0588936,0.21415823,7.08264051553707,3.614057037373469,0.991610372683145,8.378152816293728,0.22605592000000002,0.9200872,0.13484037,1.4294546882615853,-0.5170073128552451,12.102253176725263,2.5,-1.8360371019342572,30.144353978229635,93.5869606159087,25.267837350442385,43.61715158521614,28.563986400039838,87.96481364944061,51.19455199198075,49.900452259517664,45.08678493903328,38.37319051234233,44.21094772911662,32.324499394909004,41.88811619182363,59.389145118098384,70.60549060295256,73.24907634938899,55.98004980344644,76.22946088605876,30.235809431808107,56.60941071301367,96.8769788848015,81.9938194076827,96.09846660040722,70.27738496840428,34.882407407407406,91.93873005969765,47.82231554443085,74.63243824777634,99,84.07462308539698,64.08445508662196
dancathy,6.479127711825393,1.651194352530169,2.9811691118002916,0.9780676,-4.844140765120217,2.711166788959869,-2.1876720431937597,6.200236965406942,4.764095729300868,0.2667457,0.35566094000000004,8.682804873758027,0.9484292,0.7690266362899898,-6.312986101697657,-0.8637915625141943,1.4522822,0.9187908,0.9187908,3.133402308112897,2.3390227006405335,2.9672678686466654,10.809135189262783,0.4742146,2.9045645999999996,0.059276825,3.2112752973486773,-0.1786245048642905,10.14493943581839,2.5,-1.055850211394162,92.39810065399206,99,93.15311911720264,99,1,93.22537093746054,1.9132869259090186,99,79.77485279121967,49.809177489263114,73.50408315998244,94.80208599507966,87.74049148043282,27.01669534332264,23.125414265347793,16.277659755697478,79.13636382982672,70.642011677655,54.90574911070799,10.362533671628455,70.91513333240432,96.12937381641645,99,93.7387092229201,93.19069572305331,67.49018402588433,94.84768524491409,82.56523582539376,92.98353700051133,84.07462308539698,76.51482451581137
JBPritzker,3.4032055303763777,-4.250914400374478,-5.10705064451056,0.34722222,1.0257863830007508,0.020071920865174286,-0.012169739899492438,1.4944567002753688,3.988946855774972,0.17361111,0.26041667,2.840817963380514,0.26041667,4.280118305933863,-3.977902690400305,2.3937561088170645,0.78125,0.6076389,1.3020833,6.1454885052037795,2.262896947839123,-0.6038689274927659,6.72592748884011,0.17361111,0.9548610499999999,0.4340278,0.22487956858268188,-0.6166925904948866,13.34652799876981,2.5,-4.694994720892627,29.017865372017038,72.51106674355235,1,69.99037918478352,90.45218214159851,30.606795562006752,27.244570593155334,18.8018158525526,64.27877041009225,45.23453170342743,62.62404650454903,11.92765797846481,43.86667586240682,89.11819430201571,69.70903109648204,83.96437399662014,55.33915124064573,56.47799305387184,68.14997932567123,43.13205794146516,68.14495389687494,58.91834516585682,77.76384905613396,62.563680535379234,36.1059531614219,99,11.633479524464772,71.95859447161702,99,84.07462308539698,16.628768934302336
nathanblec,4.47977913352888,3.45094840076898,1.7508986849220405,0.06963788,-1.6901583131115463,3.703771679213022,-1.9630879178187177,4.124735760790104,3.6466636942479185,0.34818942999999997,0.41782729999999996,5.618813529233948,0.27855153,-1.1455709806882273,-2.5581971254660774,-2.351761875426382,2.1587744,2.5,0.8356545999999999,0.5882424261341501,3.088855871994269,0.7742792309037045,9.179924056795018,0.06963788,1.6713091700000002,0.0,1.3506585662773583,1.6621706335131807,9.24908749515831,2.5,-0.5074472825476362,55.66120422282452,99,81.54923019514965,34.900926902113504,33.94487016234382,98.65367832717314,2.741996613848124,85.71275833147912,56.30836723257809,53.836359226553455,79.61190012701502,56.18120133014309,45.24502785866478,5.287527861384349,89.89588425314236,2.975487419503213,93.59600851408675,99,51.91709009407274,1.5273806325579065,90.70445346836046,79.41478640020755,98.71643733875908,46.01084391754293,62.67442375140293,38.59850307933812,44.880437702075994,99,82.7706332947931,84.07462308539698,83.5985439034445
jgebbia,5.230091804342114,4.4880598961553355,1.4345058103757662,0.3888025,-2.505689123500168,2.7548869165544128,-0.8531366753757575,5.227583443420038,4.868416808274164,0.23328149999999997,0.155521,6.808328996690736,0.3888025,-0.19915591753974238,-3.5450804627735533,-1.107813711684706,2.4105754,0.622084,0.3888025,0.7211052861419192,2.1849370299145305,3.920497679424745,7.835632490532454,0.0777605,1.244168,0.0777605,1.845891689116765,1.423239895725293,9.264484503392513,2.5,-0.27703541543468435,73.46384343322818,99,77.23172971869849,74.55655119097942,17.597838747700628,93.63683512827079,12.007087965317755,97.02950870665292,81.51158337999777,48.15445937783782,49.381615618591795,76.63221547886263,53.65411259321403,13.097106963611045,77.26304616426363,12.900499849201047,96.19931757791318,57.17599161987039,35.98008595827331,1.7040411739999985,65.24769110021117,98.46104096728757,92.43065834152932,47.32313565640679,46.74878787878787,75.35807080640504,63.28992391808328,98.6698687315887,83.00399916310634,84.07462308539698,86.1100053015313
